id,name,star rating,description,address,latitude,longitude,room option 0,room option 1,currency code,room price,tax,extra guest charge,child charge,other charges,discount,type,base rate,base rate rounded off,published price,published price rounded off,offered price,offered price rounded off,agent commission,agent mark up,service tax,tcs,tds,service charge,total gst amount,cgst amount,cgst rate,cess amount,cess rate,igst amount,igst rate,sgst amount,sgst rate,taxable amount
64906aaea3f464b55600b960,Hotel Metro Inn,0,"The name of the hotel is Hotel Metro Inn. The id of the hotel is 64906aaea3f464b55600b960. The hotel star rating is not known. The hotel address is Plot No 9 Fateh Singh Marke t Opp Rajputana Sheraton Railway Station. Hotel Description is HeadLine : In Jaipur (Gopalbari)Location : A stay at Hotel Metro Inn places you in the heart of Jaipur, steps from Ajmer Road and 6 minutes by foot from Station Road.  This hotel is 2.6 mi (4.3 km) from Hawa Mahal and 5.9 mi (9.5 km) from Jal Mahal.Rooms : Make yourself at home in one of the 80 air-conditioned rooms featuring LED televisions. Complimentary wireless Internet access is available to keep you connected. Bathrooms with showers are provided. Conveniences include safes and complimentary bottled water, as well as phones with free local calls.Dining : Enjoy a meal at the restaurant, or stay in and take advantage of the hotel s room service (during limited hours).CheckIn Instructions :   Extra-person charges may apply and vary depending on property policyGovernment-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental chargesSpecial requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteedSafety features at this property include a fire extinguisher, a smoke detector, a security system, and a first aid kitBe prepared: check the latest COVID-19 travel requirements and measures in place for this destination before you travel.  Special Instructions : Front desk staff will greet guests on arrival. ",Plot No 9 Fateh Singh Marke t Opp Rajputana Sheraton Railway Station,26.917858,75.79184999999998,"Family Studio Suite, 2 Double Beds, Non Smoking",Deluxe AC Room.,INR,0.0,1569.91,0.0,0.0,0.0,0.0,Published,8473.59,8473.59,11131.0,11131.0,10043.5,10043.5,1087.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b961,Hotel Siddharth Palace,3,"The name of the hotel is Hotel Siddharth Palace. The id of the hotel is 64906aaea3f464b55600b961. The hotel star rating is 3. The hotel address is A- 18, Saraswati Nagar ,near gold souk jawahar circle malviya nagar, Jaipur, 302017 Jaipur, India, 302017 Jaipur, India. Hotel Description is Jaipur’s first Hotel where guests meets all luxury & comforts with class of services. It has a Multi-Cuisine Restaurant, Banquet hall & 20 well appointed rooms in Premium & Deluxe categories that includes a lifestyle to give you a ultimate feel of pleasure and luxury.

The modern and elegantly designed Hotel is situated just a few blocks away from JLN Marg, the commercial hotspot for business and entertainment and is a boutique hotel that is differentiated from larger hotel chains by personalized services.
 Additional Description for the hotel are Stay at Hotel Siddharth Palace for luxury, personalized services, and convenience.","A- 18, Saraswati Nagar ,near gold souk jawahar circle malviya nagar, Jaipur, 302017 Jaipur, India, 302017 Jaipur, India",26.8375,75.80899999999998,Deluxe King Room,Superior King Room,INR,0.0,429.22,0.0,0.0,0.0,0.0,Published,3576.8,3576.8,4637.22,4637.22,4006.02,4006.02,321.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b962,Treebo Trend The Prime Jaipur,3,"The name of the hotel is Treebo Trend The Prime Jaipur. The id of the hotel is 64906aaea3f464b55600b962. The hotel star rating is 3. The hotel address is S1,2,3 Krishna Colony, Near Beniwal Kanta, New Ramgarh Road, 302002 Jaipur, India, 302002 Jaipur, India. Hotel Description is <b>Near Jal Mahal</b><b>Location: </b>With a stay at The Prime Hotel Jaipur in Jaipur (Amer Fort Road), you'll be a 2-minute drive from Jal Mahal and 5 minutes from Central Museum.  This hotel is 2.5 mi (4 km) from Hawa Mahal and 2.4 mi (3.9 km) from City Palace.<b>Rooms: </b>Treat yourself to a stay in one of the 36 guestrooms, featuring fireplaces. Complimentary wired and wireless Internet access keeps you connected, and satellite programming provides entertainment. Conveniences include safes and desks, and housekeeping is provided daily.<b>Attractions: </b>Distances are displayed to the nearest 0.1 mile and kilometer. <br /> Jal Mahal - 1.7 km / 1.1 mi <br /> Gaitor - 2.6 km / 1.6 mi <br /> Ganesh Temple - 3.7 km / 2.3 mi <br /> Hawa Mahal - 3.9 km / 2.4 mi <br /> Tripolia Bazar - 4 km / 2.5 mi <br /> Johri Bazaar - 4.1 km / 2.5 mi <br /> City Palace - 4.2 km / 2.6 mi <br /> Heaven-Piercing Minaret - 4.2 km / 2.6 mi <br /> Jantar Mantar - 4.2 km / 2.6 mi <br /> M.I. Road - 5 km / 3.1 mi <br /> Bapu Bazaar - 5.2 km / 3.2 mi <br /> Ram Niwas Gardens - 5.4 km / 3.3 mi <br /> Sansar Chandra Road - 5.6 km / 3.5 mi <br /> Central Museum - 5.6 km / 3.5 mi <br /> Station Road - 6.1 km / 3.8 mi <br /> The nearest major airport is Sanganer Airport (JAI) - 16.9 km / 10.5 mi<b>Amenities: </b>Pamper yourself with onsite massages or take in the view from a rooftop terrace. This hotel also features complimentary wireless Internet access and tour/ticket assistance.<b>Business Amenities: </b>Featured amenities include complimentary wired Internet access, a business center, and complimentary newspapers in the lobby. Free self parking is available onsite.<b>Dining: </b>Enjoy a meal at The Royal Treat, or stay in and take advantage of the hotel's 24-hour room service. Buffet breakfasts are available daily from 7:30 AM to 10 AM for a fee. Additional Description for the hotel are ""Stay near Jal Mahal, enjoy rooftop terrace and complimentary Wi-Fi.""","S1,2,3 Krishna Colony, Near Beniwal Kanta, New Ramgarh Road, 302002 Jaipur, India, 302002 Jaipur, India",26.946,75.8482,Standard Double Room,Deluxe Double Room,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b963,Jaipur Residences,0,"The name of the hotel is Jaipur Residences. The id of the hotel is 64906aaea3f464b55600b963. The hotel star rating is not known. The hotel address is 203 Jagdamba Marg, . Hotel Description is Located in Vaishali Nagar, Jaipur Residences is a perfect starting point from which to explore Jaipur. The hotel offers a wide range of amenities and perks to ensure you have a great time. Free Wi-Fi in all rooms, 24-hour front desk, 24-hour room service, express check-in/check-out, luggage storage are there for guest''s enjoyment. Guestrooms are fitted with all the amenities you need for a good night''s sleep. In some of the rooms, guests can find non smoking rooms, air conditioning, heating, wake-up service, desk. To enhance guests'' stay, the hotel offers recreational facilities such as table tennis, games room. Discover all Jaipur has to offer by making Jaipur Residences your base. ","203 Jagdamba Marg, ",26.9178,75.73645999999998,,,INR,0.0,142.06,0.0,0.0,0.0,0.0,Published,1147.5,1147.5,1415.56,1415.56,1289.56,1289.56,103.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b964,The Imperial Farm,3,"The name of the hotel is The Imperial Farm. The id of the hotel is 64906aaea3f464b55600b964. The hotel star rating is 3. The hotel address is Village Post Boraj, Bande Balaji Road, Via Phulera, Near Ajmer-Jaipur Expy, Jaipur, Rajasthan, 303338, India, 303338 Jaipur, Rajasthan, India. Hotel Description is &lt;b&gt;The Imperial Farm in Jaipur offers comfortable stay to its patrons. This farm house has a 24-hour front desk and a swimming pool within the premises.&lt;/b&gt;	

This accommodation in Jaipur has 4 well-appointed rooms within its 1 floor. In-room amenities are air-conditioner, wardrobe, room heater, sofa, desk, television and an attached bathroom with hot water supply.	

Some of conveniences offered at this property include garden, luggage storage, security guard and parking. Guests can also avail housekeeping and room service (limited-hour) at The Imperial Farm.	

This Jaipur property has an in-house restaurant within the premises.

Places of interests are Pink City (70 km), Jantar Mantar - Jaipur (71 km) and Hawa Mahal (71 km). Travel hubs are Boraj Bus Stop (40 km) and Asalpur Jobner Railway Station (42 km). Jaipur International Airport (72 km) is the closest airport to the property.	

&lt;b&gt;This farm house in Jaipur is known for its great location and comfortable accommodation in the vicinity.&lt;/b&gt; Additional Description for the hotel are Great location, comfortable stay, in-house restaurant, swimming pool, friendly staff","Village Post Boraj, Bande Balaji Road, Via Phulera, Near Ajmer-Jaipur Expy, Jaipur, Rajasthan, 303338, India, 303338 Jaipur, Rajasthan, India",26.86381,75.42818,Luxury Room,Standard Room.,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b965,Hotel Dezire,1,"The name of the hotel is Hotel Dezire. The id of the hotel is 64906aaea3f464b55600b965. The hotel star rating is 1. The hotel address is C-93, MI Road, C-Scheme, C Scheme, Ashok Nagar, Jaipur, Rajasthan, 302001, India, 302001 Jaipur, Rajasthan, India. Hotel Description is &lt;b&gt;Conveniently located from the tourist attractions and travel hubs, Hotel Dezire hotel offers home-like comfort. &lt;/b&gt;&lt;br&gt;&lt;br&gt;

Situated at a close proximity from Deer Park, Hotel Dezire is a budget accommodation in Jaipur offering internet access to its guests.

A total of 30 well-kept and spacious rooms are available for accommodation. Some of the in-room amenities offered are television, tea/coffee maker, telephone and bathroom with hot/cold running water.

Banquet facilities and parking are a few of the facilities available at Hotel Dezire. This hotel in Jaipur offers room service for the convenience of the guests.

The property is accessible via travel hubs such as Jaipur Railway Station (2 km) and Jaipur International Airport (12 km). Places worth a visit include Sisodia Rani Ka Bagh (7 km) and Jal Mahal (8 km).

Guest can dine-in at the restaurant within the premises.

&lt;B&gt; What people love the most about this property is its great location and classy ambience.
Book now and enjoy world class services at Hotel Dezire. &lt;/B&gt; ","C-93, MI Road, C-Scheme, C Scheme, Ashok Nagar, Jaipur, Rajasthan, 302001, India, 302001 Jaipur, Rajasthan, India",26.915619,75.80629,Standard Room.,Standard Room.,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b966,Citrus Hotels Jaipur,0,"The name of the hotel is Citrus Hotels Jaipur. The id of the hotel is 64906aaea3f464b55600b966. The hotel star rating is not known. The hotel address is B-204-A Rajendra Marg Bapu Nagar, Near Janta Store. Hotel Description is HeadLine : Near Sawai Mansingh StadiumLocation : With a stay at Kyriad Hotel Jaipur (Formerly known as Citrus Hotel Jaipur) in Jaipur, you ll be within a 15-minute drive of Sawai Mansingh Stadium and World Trade Park.  This 4-star hotel is 3.4 mi (5.4 km) from Hawa Mahal and 7.8 mi (12.5 km) from Jal Mahal.Rooms : Make yourself at home in one of the 32 guestrooms featuring minibars and LED televisions. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Bathrooms feature showers, complimentary toiletries, and slippers. Conveniences include laptop-compatible safes and desks, and housekeeping is provided daily.Dining : Enjoy a meal at Skylit or snacks in the coffee shop/café. The hotel also offers 24-hour room service. Quench your thirst with your favorite drink at the bar/lounge. Breakfast is available for a fee.CheckIn Instructions : Extra-person charges may apply and vary depending on property policy Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed Please note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property To register at this property, guests who are Indian citizens must provide a valid photo identity card issued by the Government of India; guests who are foreign nationals must present a valid passport and visa.Special Instructions : Front desk staff will greet guests on arrival. For more details, please contact the property using the information on the booking confirmation. ","B-204-A Rajendra Marg Bapu Nagar, Near Janta Store",26.888702,75.80844,Premier Double Room,"Deluxe Double Room, 1 Queen Bed",INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b967,Hotel Raj Bagh Palace,4,"The name of the hotel is Hotel Raj Bagh Palace. The id of the hotel is 64906aaea3f464b55600b967. The hotel star rating is 4. The hotel address is Band Talab,  Amer Road,  Near Amer Fort,  302028 Jaipur,  India, 302028 Jaipur, India. Hotel Description is Located near several historical monuments, the Hotel Raj Bagh Palace in Amer, Jaipur features traditional hospitality, pool, restaurant, bar, lawn, and pristine surroundings.
 Additional Description for the hotel are Reason to stay at Hotel Raj Bagh Palace: Traditional hospitality, pool, restaurant, bar, and historic surroundings.","Band Talab,  Amer Road,  Near Amer Fort,  302028 Jaipur,  India, 302028 Jaipur, India",26.9855,75.85129999999998,Deluxe Room,Single Deluxe Room,INR,0.0,696.28,0.0,0.0,0.0,0.0,Published,5624.19,5624.19,7020.37,7020.37,6320.47,6320.47,506.1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b968,FabExpress Harpalsar Havelli,0,"The name of the hotel is FabExpress Harpalsar Havelli. The id of the hotel is 64906aaea3f464b55600b968. The hotel star rating is not known. The hotel address is Plot No. C 4 Acharya Vinoba Bhave Nagar Vaishali Nagar, . Hotel Description is HeadLine : In Jaipur (Vaishali Nagar)Location : With a stay at FabExpress Harpalsar Havelli in Jaipur (Vaishali Nagar), you ll be within a 15-minute drive of Station Road and Tripolia Bazar.  This hotel is 7.1 mi (11.4 km) from Hawa Mahal and 10.2 mi (16.4 km) from Jal Mahal.Rooms : Make yourself at home in one of the 9 guestrooms. Complimentary wireless Internet access is available to keep you connected. Housekeeping is provided daily, and rollaway/extra beds (surcharge) can be requested.Dining : Enjoy a meal at Restaurant, or stay in and take advantage of the hotel s room service (during limited hours). A complimentary continental breakfast is served daily from 7:00 AM to 11:00 AM.CheckIn Instructions :   Extra-person charges may apply and vary depending on property policyGovernment-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental chargesSpecial requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteedBe prepared: check the latest COVID-19 travel requirements and measures in place for this destination before you travel.  Special Instructions : There is no front desk at this property. ","Plot No. C 4 Acharya Vinoba Bhave Nagar Vaishali Nagar, ",26.909184,75.73756,"Deluxe Room, 1 Double Bed, Non Smoking","Premium Room, 1 Queen Bed, Non Smoking",INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b969,Hotel Castle Kalwar,5,"The name of the hotel is Hotel Castle Kalwar. The id of the hotel is 64906aaea3f464b55600b969. The hotel star rating is 5. The hotel address is Villlage And Post Office Kalwar, . Hotel Description is Offering a multi-cuisine restaurant, Bara Bungalow Kalwar, Jaipur - A Rosakue Collection is located in Pachar. A variety of activities like mountain trekking, jeep safari, village and education tour and camel and horse ride can be arranged. Free WiFi access is available in the public areas of this resort.

Featuring heritage décor, the air-conditioned accommodation will provide you with a satellite TV. The private bathroom also comes with a shower and free toiletries. You can enjoy mountain view from the room.

At Bara Bungalow Kalwar, Jaipur - A Rosakue Collection you will find a garden. Other facilities offered at the property include luggage storage and a childrens playground. The property offers free parking.

The marvel of Hawa Mahal is 27 km, the Ganesh Temple is 29 km and the Fun Kingdom Amusement Park is 32.1 km. The Saganer Railway Station is 24.8 km and the Jaipur Bus Station is 30.9 km. This resort is 35 km from Jaipur International Airport. Please inform Bara Bungalow Kalwar, Jaipur - A Rosakue Collection in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
Guests are required to show a photo identification and credit card upon check-in. Please note that all Special Requests are subject to availability and additional charges may apply.
Payment before arrival via bank transfer is required. The property will contact you after you book to provide instructions. Additional Description for the hotel are Experience heritage luxury and breathtaking mountain views at Hotel Castle Kalwar","Villlage And Post Office Kalwar, ",26.9875,75.58256,Superior Double Room,Heritage Room,INR,0.0,652.83,0.0,0.0,0.0,0.0,Negotiated,3709.25,3709.25,0.0,0.0,4362.08,4362.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b96b,Zest-A Boutique Hotel,3,"The name of the hotel is Zest-A Boutique Hotel. The id of the hotel is 64906aaea3f464b55600b96b. The hotel star rating is 3. The hotel address is 97 A Bhawani Singh Ln, RJ302001, India, 302001, India. Hotel Description is <b>In Jaipur (Lalkothi)</b><b>Location: </b>Located in Jaipur (Lalkothi), Zest-A Boutique Hotel is within a 5-minute drive of Sheesh Mahal and Birla Planetarium.  This hotel is 3.5 mi (5.7 km) from City Palace and 3.7 mi (5.9 km) from Hawa Mahal.<b>Rooms: </b>Make yourself at home in one of the 54 air-conditioned rooms featuring flat-screen televisions. Complimentary wireless Internet access keeps you connected, and digital programming is available for your entertainment. Bathrooms have showers and complimentary toiletries. Conveniences include desks and complimentary newspapers, and housekeeping is provided daily.<b>Attractions: </b>Distances are displayed to the nearest 0.1 mile and kilometer. <br /> Sawai Mansingh Stadium - 1.7 km / 1.1 mi <br /> Birla Auditorium - 1.7 km / 1.1 mi <br /> Birla Planetarium - 1.9 km / 1.2 mi <br /> Ajmer Road - 1.9 km / 1.2 mi <br /> Sheesh Mahal - 2.4 km / 1.5 mi <br /> M.I. Road - 2.5 km / 1.5 mi <br /> Moti Dungri - 2.5 km / 1.6 mi <br /> Diwan-e-Am - 2.7 km / 1.7 mi <br /> Sansar Chandra Road - 2.7 km / 1.7 mi <br /> Birla Mandir Temple - 2.7 km / 1.7 mi <br /> Central Park - 2.7 km / 1.7 mi <br /> Cenotaphs of the Maharanis of Jaipur - 2.9 km / 1.8 mi <br /> Raghoraji Temple - 3.1 km / 2 mi <br /> Station Road - 3.2 km / 2 mi <br /> Ram Niwas Garden - 3.2 km / 2 mi <br /> The nearest major airport is Sanganer Airport (JAI) - 10.6 km / 6.6 mi<b>Amenities: </b>Take in the views from a terrace and a garden and make use of amenities such as complimentary wireless Internet access.<b>Business Amenities: </b>Featured amenities include complimentary newspapers in the lobby, dry cleaning/laundry services, and a 24-hour front desk. Free self parking is available onsite.<b>Dining: </b>Enjoy a meal at the restaurant, or stay in and take advantage of the hotel's room service (during limited hours). Additional Description for the hotel are Reason to stay at Zest-A Boutique Hotel: Amazing hospitality, convenient location, comfortable rooms and beautiful garden.","97 A Bhawani Singh Ln, RJ302001, India, 302001, India",26.900864,75.79491,Luxury Room,Family Room,INR,0.0,300.0,0.0,0.0,0.0,0.0,,,,2800.0,2800.0,2800.0,2800.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b96c,Zone by The Park Bani Park Jaipur,0,"The name of the hotel is Zone by The Park Bani Park Jaipur. The id of the hotel is 64906aaea3f464b55600b96c. The hotel star rating is not known. The hotel address is Madho Singh Road Sindhi Colony Bani Park D 65A 302016 Jaipur, 302016 Jaipur. Hotel Description is HeadLine : In Jaipur (Bani Park)Location : With a stay at Zone by The Park Bani Park Jaipur in Jaipur, you ll be 2.3 mi (3.7 km) from Hawa Mahal and 2.6 mi (4.2 km) from Ram Niwas Gardens.  This 4-star hotel is 11.3 mi (18.1 km) from Nahargarh Fort.Rooms : Make yourself at home in one of the 47 air-conditioned guestrooms. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Private bathrooms with showers feature complimentary toiletries and hair dryers. Conveniences include safes and desks, as well as phones with free international calls.Dining : For lunch or dinner, stop by Bazaar, a restaurant that specializes in international cuisine. Dining is also available at the coffee shop/cafe, and room service (during limited hours) is provided. Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are available daily from 7 AM to 10:30 AM for a fee.CheckIn Instructions :   Extra-person charges may apply and vary depending on property policyGovernment-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental chargesSpecial requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteedNoise-free guestrooms cannot be guaranteedSafety features at this property include a carbon monoxide detector, a fire extinguisher, a smoke detector, a security system, and a first aid kitBe prepared: check the latest COVID-19 travel requirements and measures in place for this destination before you travel.Please note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property  Special Instructions : To make arrangements for check-in please contact the property at least 72 hours before arrival using the information on the booking confirmation. If you are planning to arrive after 12:30 PM please contact the property in advance using the information on the booking confirmation. Guests must contact the property in advance for check-in instructions. Front desk staff will greet guests on arrival. For more details, please contact the property using the information on the booking confirmation.  To register at this property, guests who are Indian citizens must provide a valid photo identity card issued by the Government of India; travelers who are not citizens of India must present a valid passport and visa. ","Madho Singh Road Sindhi Colony Bani Park D 65A 302016 Jaipur, 302016 Jaipur",26.933868,75.79412999999998,"Standard Room, 1 Double Bed",Zone Family Room,INR,0.0,200.0,0.0,0.0,0.0,0.0,Negotiated,4000.0,4000.0,4200.0,4200.0,4200.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b96d,Hotel Shikha Jaipur City Centre,3,"The name of the hotel is Hotel Shikha Jaipur City Centre. The id of the hotel is 64906aaea3f464b55600b96d. The hotel star rating is 3. The hotel address is R-14,Yudhishthir Marg,C-Scheme, Jaipur, Jaipur, Rajasthan, 302001, India, 302001 Jaipur, Rajasthan, India. Hotel Description is The Yatra SMART choice property comes with a promise of 8 assured amenities, money-back guarantee and priority helpline support. You also get free cancellation and standardized prices through the year.HotelShikha, located in Jaipur, offers Wi-Fi internet access and 24 hour roomservice to its patrons. The hotel is located at a distance of 11 km from JaipurInternational Airport. Thishotel in Jaipur offers 28 fully air conditioned rooms well equipped withseveral modern amenities which include cable TV, direct dial telephone,comfortable bed and work desk. The bathrooms have hot and cold water supply. Thishotel in Jaipur has a multi-cuisine restaurant and a pub. The hotel offersvarious facilities like local tour, doctor-on-call, travel desk and ticketing, conferenceand laundry facility. HotelShikha has a vegetarian multi-cuisine restaurant. It is located 2 km away fromJaipur Railway Station. Some of the prominent attractions include City Palace(5 km), Jal Mahal (15 km), Jaigarh Fort (14 km),Birla Temple (4 km),Hawa Mahal(5 km) and Amber Fort (13 km.) Additional Description for the hotel are Convenient location, 8 assured amenities, and excellent room service.","R-14,Yudhishthir Marg,C-Scheme, Jaipur, Jaipur, Rajasthan, 302001, India, 302001 Jaipur, Rajasthan, India",26.90598,75.79703,Standard Single,Standard Room,INR,0.0,279.12,0.0,0.0,0.0,0.0,Published,2122.04,2122.04,2605.0,2605.0,2401.16,2401.16,203.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b96e,1589 Shrivihar,4,"The name of the hotel is 1589 Shrivihar. The id of the hotel is 64906aaea3f464b55600b96e. The hotel star rating is 4. The hotel address is IVth Avenue ,124, . Hotel Description is This lovely hotel is located in Jaipur. This hotel does not accept pets. Additional Description for the hotel are Conveniently located hotel in Jaipur with no-pet policy.","IVth Avenue ,124, ",26.84737,75.8011,,,INR,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b96f,Flagship 46050 Hotel Roof Top,3,"The name of the hotel is Flagship 46050 Hotel Roof Top. The id of the hotel is 64906aaea3f464b55600b96f. The hotel star rating is 3. The hotel address is Jamwa Ramgarh Road, Chandra Mahal Colony, Amer Chak No.1, Jaipur Muncipal Corporation, Jaipur Tehsil, Rajasthan 302036 India, Jaipur Rajasthan India 302027, Jaipur, 302028 Jaipur, India, 302028 Jaipur, Rajasthan, India. Hotel Description is Located near the Sarai Bawari locality in Jaipur, Hotel Hill Top offers good accommodation to everyone. The hotel sits along National Highway 248. The place sits very close to Jal Mahal.Hotel Hill Top offers a good aura with airy rooms and vibrant designs. The bright colours in the rooms and the paintings on the walls make the place seem livelier. The corridors and stair spaces have been designed with the utmost care.Queen-sized beds have been offered in each of the rooms at Hotel Hill Top. CCTV cameras have been placed throughout the place for maximum security. There is a parking facility too. Free Wi-Fi access is offered to everyone.Kanak Vrindavan Park lies in the vicinity of the hotel. If you are looking to dine in the neighbourhood, some good places are Sapna Restaurant, Ramjhara Restaurant and Jal Mahal Restaurant. Additional Description for the hotel are Stay in Hotel Hill Top for its vibrant design and airy rooms.","Jamwa Ramgarh Road, Chandra Mahal Colony, Amer Chak No.1, Jaipur Muncipal Corporation, Jaipur Tehsil, Rajasthan 302036 India, Jaipur Rajasthan India 302027, Jaipur, 302028 Jaipur, India, 302028 Jaipur, Rajasthan, India",26.954,75.8652,Classic Triple Room,Classic,INR,0.0,111.68,0.0,0.0,0.0,1728.31,,,,2770.61,2770.61,930.62,1042.3,83.75579999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64906aaea3f464b55600b970,Hotel Apano Rajasthan,3,"The name of the hotel is Hotel Apano Rajasthan. The id of the hotel is 64906aaea3f464b55600b970. The hotel star rating is 3. The hotel address is Chomu, Harmada Ghati, Chomu Road302013, India, 302013, India. Hotel Description is Location: Located in Jaipur, Hotel Apano Rajasthan is on the waterfront, within a 15-minute drive of Bhawani Niketan Girls College and Station Road.  This hotel is 9.8 mi (15.8 km) from Hawa Mahal and 11.7 mi (18.9 km) from Jal Mahal.Rooms: Stay in one of 60 guestrooms featuring flat-screen televisions. Complimentary wireless Internet access is available to keep you connected. Bathrooms have showers and complimentary toiletries. Conveniences include desks and ceiling fans, and housekeeping is provided daily.Attractions: Distances are displayed to the nearest 0.1 mile and kilometer. <br /> Bhawani Niketan Girls College - 9.6 km / 6 mi <br /> Triton Mall - 11 km / 6.9 mi <br /> Station Road - 13.2 km / 8.2 mi <br /> Sansar Chandra Road - 14.4 km / 8.9 mi <br /> M.I. Road - 14.5 km / 9 mi <br /> Ajmer Road - 14.6 km / 9.1 mi <br /> Heaven-Piercing Minaret - 15.1 km / 9.4 mi <br /> Gaitor - 15.3 km / 9.5 mi <br /> Iswari Minar Swarga Sal - 15.3 km / 9.5 mi <br /> Swargasuli Tower - 15.3 km / 9.5 mi <br /> City Palace - 15.5 km / 9.6 mi <br /> Chandra Mahal - 15.5 km / 9.7 mi <br /> Jantar Mantar - 15.6 km / 9.7 mi <br /> Tripolia Bazar - 15.6 km / 9.7 mi <br /> Akshardham Temple - 15.6 km / 9.7 mi <br /> The nearest major airport is Sanganer Airport (JAI) - 28.6 km / 17.8 miAmenities: Enjoy recreation amenities such as an outdoor pool or take in the view from a garden. Additional amenities at this hotel include complimentary wireless Internet access and a picnic area.Business Amenities: Featured amenities include a 24-hour front desk, luggage storage, and an elevator. Free valet parking is available onsite.Dining: Enjoy a meal at the restaurant or snacks in the coffee shop/cafe. The hotel also offers room service (during limited hours). Continental breakfasts are available daily from 7 AM to 10:30 AM for a fee. Additional Description for the hotel are ""Waterfront hotel in Jaipur with outdoor pool and complimentary WiFi""","Chomu, Harmada Ghati, Chomu Road302013, India, 302013, India",27.02779,75.76931,"Deluxe Room, 1 Double Bed","Executive Room, 1 Double Bed",INR,0.0,3599.82,0.0,0.0,0.0,0.0,Published,18179.09,18179.09,23599.0,23599.0,21778.91,21778.91,1819.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
