id,name,star rating,description,address,latitude,longitude,room option 0,room option 1,currency code,room price,tax,extra guest charge,child charge,other charges,discount,type,base rate,base rate rounded off,published price,published price rounded off,offered price,offered price rounded off,agent commission,agent mark up,service tax,tcs,tds,service charge,total gst amount,cgst amount,cgst rate,cess amount,cess rate,igst amount,igst rate,sgst amount,sgst rate,taxable amount
64906ab8a3f464b55600ba49,Sumitra Enclave,1,"The name of the hotel is Sumitra Enclave. The id of the hotel is 64906ab8a3f464b55600ba49. The hotel star rating is 1. The hotel address is  Malviya Nagar, House No 190, Shaheed Amit Bhardwaj Marg, Sector 8,, Jaipur, Rajasthan, 302017, India, 302017 Jaipur, Rajasthan, India. Hotel Description is Sumitra Enclave "," Malviya Nagar, House No 190, Shaheed Amit Bhardwaj Marg, Sector 8,, Jaipur, Rajasthan, 302017, India, 302017 Jaipur, Rajasthan, India",26.842874999999999,75.804119999999998,Standard Room.,Deluxe Room,INR,0,239.96000000000001,0,0,0,0,Published,1999.6700000000001,1999.6700000000001,2239.6300000000001,2239.6300000000001,2239.6300000000001,2239.6300000000001,179.97030000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba4a,Capital O 9595 Hotel Jj Valley,0,"The name of the hotel is Capital O 9595 Hotel Jj Valley. The id of the hotel is 64906ab8a3f464b55600ba4a. The hotel star rating is not known. The hotel address is 81 Vastu Shree Colony Manyawas Mansrover. Hotel Description is HeadLine : In JaipurLocation : When you stay at Capital O 9595 Hotel Jj Valley in Jaipur, you ll be 13 minutes by car from ISKCON Jaipur, Sri Sri Giridhari Dauji Temple.  This hotel is 12.1 mi (19.5 km) from Jal Mahal and 6.6 mi (10.6 km) from M.I. Road.Rooms : Make yourself at home in one of the guestrooms, featuring kitchens. Complimentary wireless Internet access is available to keep you connected.Dining : For your convenience, a complimentary breakfast is served daily from 7:30 AM to 10:30 AM.CheckIn Instructions : Extra-person charges may apply and vary depending on property policy. Government-issued photo identification and a credit card, debit card, or cash deposit are required at check-in for incidental charges. Special requests are subject to availability upon check-in and may incur additional charges. Special requests cannot be guaranteed.  Only bookings from non-local guests are accepted. Guests whose residence is within the same city as the property will not be allowed to check in.  Please note that cultural norms and guest policies may differ by country and by property. The policies listed are provided by the property.  ",81 Vastu Shree Colony Manyawas Mansrover,26.8689,75.734740000000002,"Deluxe Double or Twin Room, 1 King Bed",Double or Twin Room,INR,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba4b,The Buddhayan Villa,0,"The name of the hotel is The Buddhayan Villa. The id of the hotel is 64906ab8a3f464b55600ba4b. The hotel star rating is not known. The hotel address is B2 Tonk Road, . Hotel Description is Located in Jaipur in the Rajasthan region and Govind Dev Ji Temple reachable within 5 km, The Buddhayan Villa provides accommodation with free WiFi, BBQ facilities, a garden and free private parking.

The units come with tiled floors and feature a fully equipped kitchen with a fridge, a dining area, a flat-screen TV with satellite channels, and a private bathroom with shower and a hairdryer. Some units include a seating area and/or a patio.

The apartment offers a terrace.

A car rental service is available at The Buddhayan Villa.

Birla Mandir Temple, Jaipur is 7.3 km from the accommodation, while Jaipur Railway Station is 10 km away. The nearest airport is Jaipur International, 4 km from The Buddhayan Villa, and the property offers a paid airport shuttle service. ","B2 Tonk Road, ",26.83954,75.793869999999998,Superior Apartment,Deluxe Apartment,INR,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba4c,Homely abode with a well-tended lawn,1,"The name of the hotel is Homely abode with a well-tended lawn. The id of the hotel is 64906ab8a3f464b55600ba4c. The hotel star rating is 1. The hotel address is Hotel Asian Palace, E-54, Ramgarh Mode Amer Road, near jalmahal raj, Jaipur, Rajasthan, 302002, India, 302002 Jaipur, Rajasthan, India. Hotel Description is Situated at a distance of 3 km from the Hawa Mahal, Homely abode with a well-tended lawn  offers a good value for money to its guests. The guest house in Jaipur is accessible from the Jaipur Railway Station, which is 8 km away.The guest house has 7 well-appointed rooms equipped with conveniences like air-conditioner, cable television and toiletries.Homely abode with a well-tended lawn provides various facilities that include parking facility. Chef, caretaker and doctor on call are a few of the conveniences guests are offered. ","Hotel Asian Palace, E-54, Ramgarh Mode Amer Road, near jalmahal raj, Jaipur, Rajasthan, 302002, India, 302002 Jaipur, Rajasthan, India",26.946919999999999,75.840500000000006,Standard Room.,Standard Room.,INR,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba4d,OYO 30231 Hotel Anshu,3,"The name of the hotel is OYO 30231 Hotel Anshu. The id of the hotel is 64906ab8a3f464b55600ba4d. The hotel star rating is 3. The hotel address is 1 , Sawai Ram Singh Rd, Laxmi Colony, Saraswati Colony, Lalkothi, 302015 Jaipur, India, 302015 Jaipur, India. Hotel Description is <b>Near Sawai Mansingh Stadium</b><b>Location: </b>With a stay at OYO 30231 Hotel Anshu in Jaipur, you'll be within a 10-minute drive of Tripolia Bazar and Ganesh Temple.  This hotel is 3.9 mi (6.3 km) from Hawa Mahal and 7 mi (11.2 km) from Jal Mahal.<b>Rooms: </b>Make yourself at home in one of the 15 air-conditioned guestrooms. Prepare your meals in the shared/communal kitchen. Complimentary wireless Internet access is available to keep you connected. Bathrooms with bathtubs or showers are provided.<b>Attractions: </b>Distances are displayed to the nearest 0.1 mile and kilometer. <br /> Sawai Mansingh Stadium - 1.9 km / 1.2 mi <br /> Birla Mandir Temple - 3.3 km / 2.1 mi <br /> Birla Auditorium - 3.7 km / 2.3 mi <br /> Museum of Indology - 3.8 km / 2.4 mi <br /> World Trade Park - 4.1 km / 2.6 mi <br /> Ajmer Road - 4.4 km / 2.7 mi <br /> Central Museum - 4.5 km / 2.8 mi <br /> Ram Niwas Gardens - 4.7 km / 2.9 mi <br /> M.I. Road - 4.9 km / 3.1 mi <br /> Bapu Bazaar - 5.1 km / 3.2 mi <br /> Sansar Chandra Road - 5.4 km / 3.4 mi <br /> Station Road - 5.6 km / 3.5 mi <br /> Heaven-Piercing Minaret - 5.8 km / 3.6 mi <br /> City Palace - 6 km / 3.7 mi <br /> Tripolia Bazar - 6 km / 3.7 mi <br /> The nearest major airport is Sanganer Airport (JAI) - 7 km / 4.4 mi<b>Amenities: </b>This hotel offers designated smoking areas.<b>Business Amenities: </b>Free self parking is available onsite.<b>Dining: </b>Take advantage of the hotel's room service. A complimentary continental breakfast is included. Additional Description for the hotel are 10 words: Near stadium, shared kitchen, complimentary breakfast, room service, parking.","1 , Sawai Ram Singh Rd, Laxmi Colony, Saraswati Colony, Lalkothi, 302015 Jaipur, India, 302015 Jaipur, India",26.879999999999999,75.799000000000007,Classic Room,Saver Double Room,INR,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba4e,Hotel Chetram Elite,3,"The name of the hotel is Hotel Chetram Elite. The id of the hotel is 64906ab8a3f464b55600ba4e. The hotel star rating is 3. The hotel address is Sikar Road Ambabari, . Hotel Description is Hotel Chetram Elite Additional Description for the hotel are Reason to stay at Hotel Chetram Elite: Budget-friendly palace-like hotel with excellent service, conveniently located.","Sikar Road Ambabari, ",26.939440000000001,75.780209999999997,,,INR,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba4f,Shree Residency,2,"The name of the hotel is Shree Residency. The id of the hotel is 64906ab8a3f464b55600ba4f. The hotel star rating is 2. The hotel address is 122, Dhuleshwar Mahadev Mandir Ln, near MI Road, C-Scheme, C Scheme, Jaipur, Rajasthan 302001, 302001 Jaipur, Rajasthan. Hotel Description is Hotel Shree Residency offers value-added services, such as breakfast and Wi-Fi connectivity on a complimentary basis. The property in Jaipur is within a range of 1 km from Sindhi Camp Metro Station and 5 km from Birla Mandir.Guests have the option to choose from its well-kept rooms that are fitted with required conveniences. Each room includes air-conditioner, television, mini-bar, fruit basket, room heater, large bed, bottled drinking water, tea/coffee maker, ceiling fan, chair, makeup mirror, closet, attached bathroom and hot/cold water supply.Hotel Shree Residency provides valet parking, 24-hour room service, laundry, iron board (on request), medical aid, currency exchange and housekeeping to its visitors. Apart from the regular offerings, the budget accommodation in Jaipur is inclusive of 24-hour front desk, travel counter, shopping area, backup generator, luggage storage space, banquet hall, and elevator within the premises. Guests can relish a selection of delicacies at the in-house open-air restaurant.Jaipur Railway Station is 2 km away, while Jaipur International Airport is at a distance of 12 km from the property. Visitors can explore tourist spots like The M. P. Birla Planetarium (2 km) and Hawa Mahal (5 km). ","122, Dhuleshwar Mahadev Mandir Ln, near MI Road, C-Scheme, C Scheme, Jaipur, Rajasthan 302001, 302001 Jaipur, Rajasthan",26.911000000000001,75.765500000000003,AC Deluxe Room With Free Wi-Fi,,INR,0,240,0,0,0,0,Published,2000,2000,2740,2740,2240,2240,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba50,Hilton Jaipur,5,"The name of the hotel is Hilton Jaipur. The id of the hotel is 64906ab8a3f464b55600ba50. The hotel star rating is 5. The hotel address is 42 Geejgarh House, Hawa Sadak, 42. Hotel Description is Set in the heart of the city, Hilton Jaipur is only 15 minutes' drive from popular tourist attractions like City Palace, Hawa Mahal, Albert Hall Museum, M.I. Road, Birla Mandir etc. Jaipur's central business district, numerous banks and government offices, and the Gopalpura and Vishwakarma industrial areas can all be easily reached from our magnificent hotel in Jaipur.

On a day trip to the nearby destinations such as Pushkar or Ajmer, one can also choose to travel using local trains. The city railway station is just eight minutes away and Jaipur Airport is only 20 minutes' drive from the hotel.

Combining elegance with comfort, our spacious guest rooms offer wonderful views of the city skyline and the Aravalli Hills. Enjoy amenities such as a 37-inch TV, Wi-Fi and a naturally lit bathroom with a rain shower. Four of our rooms boast a private 1000 sq. ft. terrace and our executive rooms and suites include Executive Lounge access. Sip signature cocktails in the inviting Krystal Bar before savoring international specialties in our award winning all-day dining restaurant, Aurum. Dine al fresco by the pool in our yet another highly awarded restaurant for Indian specialty, Chaandi, which serves the finest Indian cuisine.

Hilton Jaipur's 10,000 sq. ft. flexible function space includes a 21 ft. high ballroom, an open-air patio and two meeting rooms. This Jaipur hotel's central location, modern A/V facilities, creative menus and professional service makes it the ideal venue for exclusive meetings, celebrations and weddings.

All prices displayed are subject to Goods and Services Tax (GST) at prevailing rates “ 12% for transaction value of INR 1,001 or more but less than INR 7,500 and 18% for transaction value of INR 7,501 or more. The tax amount based on the prevailing rates will be added to the hotel bill and payable by guests. Additional Description for the hotel are Conveniently located, Hilton Jaipur offers spectacular city views and amenities like spacious rooms, multiple specialty restaurants, and flexible event spaces.","42 Geejgarh House, Hawa Sadak, 42",26.901433999999998,75.784719999999993,King Executive Room With Lounge Access,King Deluxe Room W/ Terrace And Lounge Access,INR,0,2823.1599999999999,0,0,0,0,Negotiated,14280,14280,20420.509999999998,20420.509999999998,17103.16,17103.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba51,Divine The Boutique Hotel,3,"The name of the hotel is Divine The Boutique Hotel. The id of the hotel is 64906ab8a3f464b55600ba51. The hotel star rating is 3. The hotel address is 149,Bhag Singh Circle, Adarsh Nagar, Jaipur, Rajasthan, 302004, India, 302004 Jaipur, Rajasthan, India. Hotel Description is The Yatra SMART choice property comes with a promise of 8 assured amenities, money-back guarantee and priority helpline support. You also get free cancellation and standardized prices through the year.Divine- The Boutique Hotel is located at 2 km from the Birla Mandir (temple) and at 7 km from the Jaipur Railway Junction. This Jaipur hotel provides free Wi-Fi facility and free breakfast.The hotel has 15 rooms spread across 3 floors. Each room has an attached bathroom and a private balcony. Its is equipped with an intercom and a hairdryer.This budget hotel in Jaipur provides laundry and doctor-on-call services. It houses a restaurant and banquet hall.Divine- The Boutique Hotel is located close to the Albert Hall Museum (3 km), Jaipur Zoo (3 km), Jantar Mantar (4 km), and Hawa Mahal (3 km). It is accessible from the Jaipur Bus Stand (6 km) and the Jaipur International Airport (9 km). The hotel provides car rental service and operates a travel counter. Additional Description for the hotel are Conveniently located near popular attractions, free Wi-Fi and breakfast.","149,Bhag Singh Circle, Adarsh Nagar, Jaipur, Rajasthan, 302004, India, 302004 Jaipur, Rajasthan, India",26.899280000000001,75.828199999999995,Super Deluxe Single Room,Old Rom,INR,0,172.80000000000001,0,0,0,0,Published,1271.52,1271.52,1613,1613,1444.3199999999999,1444.3199999999999,168.47999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba52,Hotel Kalyan,3,"The name of the hotel is Hotel Kalyan. The id of the hotel is 64906ab8a3f464b55600ba52. The hotel star rating is 3. The hotel address is Hathroi Fort, Ajmer Road , Near Vidhayakprui Police Station. Hotel Description is Hotel Kalyan is a beautifully structured hotel situated in the heart of the Pinkcity. It is located at a distance of 13 Kms. From Airport, 1 km. from Railway Station and Central Bus Stand. Hotel Kalyan is a first Class budget economy Hotel located in the heart of Historic Pink City Jaipur (Raj.)It is fully facility Hotel providing the domestic & International Travelers easy access to major tourist sites & Locally to bus station , Railway Station, Shopping Centres and Airport and JAIPUR is well connected with famous tourist places like Delhi, Jodhpur, Pushkar, Agra, Udaipur and Jaisalmer.

Jaipur capital of the state of Rajasthan and has grown over the years into an attractive tourist destination, reflects a unique ambience which derives from its happy blend of tradition and modernity.

Jaipur is better known as the Pink city, owing to the distinctive pink shade that covers its houses and walls. Jaipur is credited with being one of the well-planned cities, complete with majestic places, forts and temples.

We, as well our staff have created a friendly and courteous atmosphere that is truly special. We stand ready to serve the guests 24x7 and will provide all kind of information regarding places of interest in and around the city.
 Additional Description for the hotel are Conveniently located in the heart of Pinkcity, enjoy majestic rooftop views.","Hathroi Fort, Ajmer Road , Near Vidhayakprui Police Station",26.9161,75.795900000000003,Family Room with Fan,Family Room,INR,0,310.88999999999999,0,0,0,0,Published,2339.2199999999998,2339.2199999999998,2872,2872,2650.1100000000001,2650.1100000000001,221.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba53,Kalyan Heritage,3,"The name of the hotel is Kalyan Heritage. The id of the hotel is 64906ab8a3f464b55600ba53. The hotel star rating is 3. The hotel address is 34/35 Swaroop Vihar Vistaar, Near SKIT College, Jagatpura.,  302017 Jaipur,  India, 302017 Jaipur, India. Hotel Description is ★ Experience the finest luxury heritage hotel in Jaipur – Kalyan Heritage and Paradise. Kalyan Heritage is a beautifully structured heritage hotel with unmatchable royal luxury hospitality. It is a captivating orchestration of simplicity, elegance and attention to detail, rooms showcase the finest modern craftsmanship, yet never leave their heritage behind. Just 3 kilometres from the airport our regal-influenced design and gardens echo the city’s history. The architecture of the hotel is such that you will find yourself reliving the ancient era. ★ Set amidst a calm and peaceful surroundings with breath-taking panoramic views from the rooms and the well maintained lush green garden and lawn, Kalyan Heritage and Paradise is an excellent choice for every type of traveller viz. couples, families, groups eager to savour and cherish the bygone era of staying in a traditional charming heritage hotel with all the modern amenities. A hotel in the city that leaves you satiated with ultimate comfort and unmatched style. It sets a benchmark for luxury. It will embrace you in a surrounding which is peaceful and quiet. ★ Kalyan Heritage and Paradise has always stood for an unparalleled experience in hosting weddings, special occasions, formal gatherings, meetings and conferences. Accommodations at Kalyan Heritage, are as delightful as the exterior. We’re proud to offer the best accommodations in the city with a host of comforts and services in settings that reflect the spirit of Rajasthan and its royalty. Walk from room to room amongst rich textures, opulent furnishings and exquisite objects d’art. It’s an architectural masterpiece that transcends time. Retreat to our rooms equipped with modern amenities. We also have marriage garden, banquet, conference room etc. with free wifi internet and power back up facility. The meeting rooms, banquet facilities and lawn can host events for 30 to 1500 guests. ★ Designed along the lines of traditional havelis, this leisure hotel in Jaipur has its own definition of space and splendour. Bring a group together for dinner at our rooftop restaurant that offer tastes from around the globe.
 Additional Description for the hotel are Experience the royal luxury of Kalyan Heritage, a captivating architectural masterpiece.","34/35 Swaroop Vihar Vistaar, Near SKIT College, Jagatpura.,  302017 Jaipur,  India, 302017 Jaipur, India",26.81879,75.858810000000005,Standard Non AC,Superior AC Room,INR,0,444.39999999999998,0,0,0,0,Published,3335.1399999999999,3335.1399999999999,4172,4172,3779.54,3779.54,392.33999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba54,Palm Holidays,0,"The name of the hotel is Palm Holidays. The id of the hotel is 64906ab8a3f464b55600ba54. The hotel star rating is not known. The hotel address is Doctor Enclave Colony Bishnawala Sirsi Rd, . Hotel Description is Situated 9 km from Sindhi Camp, Palm Holidays features accommodation with a shared lounge, a garden and a shared kitchen for your convenience.

Accommodation is fitted with air conditioning, a fully equipped kitchen, a flat-screen TV and a private bathroom with shower, a hairdryer and free toiletries.

Guests at the holiday home can enjoy a continental breakfast.

Palm Holidays offers a childrens playground.

City Palace is 12 km from the accommodation, while Jantar Mantar, Jaipur is 12 km from the property. The nearest airport is Jaipur International, 18 km from Palm Holidays, and the property offers a paid airport shuttle service. Managed by a private host ","Doctor Enclave Colony Bishnawala Sirsi Rd, ",26.924769999999999,75.720839999999995,Six-Bedroom House,Double Room with Park View,INR,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba55,Stay In A Homestay In Jaipur Tonk road,1,"The name of the hotel is Stay In A Homestay In Jaipur Tonk road. The id of the hotel is 64906ab8a3f464b55600ba55. The hotel star rating is 1. The hotel address is 17, Hardev colony, sitawari,Tonk road , Near airportJaipur, Rajasthan, India, Jaipur, Rajasthan, 302011, India, 302011 Jaipur, Rajasthan, India. Hotel Description is &lt;b&gt; Located centrally in the Pink City Jaipur is Stay In A Homestay In Jaipur Tonk road. &lt;/b&gt;&lt;br&gt;&lt;br&gt;Situated at a walking distance from Tif Kitchen Cafe, this property offers elegant stay to its guests.

Arranged in ground floors, the homestay in Jaipur has 1 well-appointed room. Rooms include conveniences like comfortable bed, television, wardrobe and attached bathroom with hot/cold water supply .

Guest can avail services like room service. Front desk is a few of the facilities available within the premises.

Places of interest and travel hub in Jaipur include Jaipur Junction Railway Station (2 km), Hawa Mahal (5 km) and Jantar Mantar (5 km). The closest airport to this property is Jaipur International Airport (12 km).

&lt;B&gt; What people love the most about this property is its great location and hospitality.&lt;br&gt;&lt;br&gt;Book now and enjoy services at this affordable property. &lt;/B&gt; ","17, Hardev colony, sitawari,Tonk road , Near airportJaipur, Rajasthan, India, Jaipur, Rajasthan, 302011, India, 302011 Jaipur, Rajasthan, India",26.835422999999999,75.793944999999994,Room 2,Room 1,INR,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba56,Jas Vilas,5,"The name of the hotel is Jas Vilas. The id of the hotel is 64906ab8a3f464b55600ba56. The hotel star rating is 5. The hotel address is C 9 A Sawai Jai Singh Highway Bani Park. Hotel Description is HeadLine : Near M.I. RoadLocation : With a stay at Jas Vilas in Jaipur, you ll be within a 10-minute drive of Hawa Mahal and M.I. Road.  This hotel is 6.3 mi (10.2 km) from Jal Mahal and 2.6 mi (4.1 km) from City Palace.Rooms : Make yourself at home in one of the 14 individually decorated guestrooms, featuring minibars and LCD televisions. Rooms have private balconies. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Private bathrooms with showers feature complimentary toiletries and hair dryers.Dining : Satisfy your appetite for lunch or dinner at the hotel s restaurant, or stay in and take advantage of the room service (during limited hours). Breakfast is available daily for a fee.CheckIn Instructions : Extra-person charges may apply and vary depending on property policy Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed This property accepts credit cardsSpecial Instructions : The front desk is open daily from 8:00 AM - 11:00 PM. Front desk staff will greet guests on arrival. Additional Description for the hotel are Individually decorated guestrooms, charming courtyard, and delicious homemade food.",C 9 A Sawai Jai Singh Highway Bani Park,26.930126000000001,75.787899999999993,Double Room,Standard Single Room,INR,0,1362.24,0,0,0,0,Published,7113.7200000000003,7113.7200000000003,9102,9102,8475.9599999999991,8475.9599999999991,626.27999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba57,Hotel Grand Harshal,3,"The name of the hotel is Hotel Grand Harshal. The id of the hotel is 64906ab8a3f464b55600ba57. The hotel star rating is 3. The hotel address is 6-C Malviya Ind. Area Jaipur, RJ302017, India, 302017 Jaipur, India. Hotel Description is <b>In Jaipur (Malviya Nagar)</b><b>Location: </b>With a stay at Hotel Grand Harshal in Jaipur (Malviya Nagar), you'll be within a 5-minute drive of World Trade Park and Jawahar Circle.  This hotel is 5.8 mi (9.3 km) from City Palace and 5.9 mi (9.5 km) from Hawa Mahal.<b>Rooms: </b>Make yourself at home in one of the 40 guestrooms. Complimentary wireless Internet access is available to keep you connected. Bathrooms have showers and slippers. Conveniences include safes and desks, as well as phones with free local calls.<b>Attractions: </b>Distances are displayed to the nearest 0.1 mile and kilometer. <br /> Jawahar Circle - 3.2 km / 2 mi <br /> World Trade Park - 3.5 km / 2.2 mi <br /> Rajput Palace - 5.5 km / 3.4 mi <br /> Jaigarh Fort - 5.5 km / 3.4 mi <br /> Birla Mandir Temple - 5.9 km / 3.7 mi <br /> Cenotaphs of the Maharanis of Jaipur - 6.2 km / 3.9 mi <br /> Sawai Mansingh Stadium - 6.4 km / 4 mi <br /> Diwan-e-Am - 6.5 km / 4.1 mi <br /> Central Park - 6.7 km / 4.2 mi <br /> Moti Dungri - 6.7 km / 4.2 mi <br /> Museum of Indology - 6.9 km / 4.3 mi <br /> Glass Jain Temple - 7 km / 4.3 mi <br /> Moti Dungari Temple - 7 km / 4.4 mi <br /> Ram Niwas Garden - 7.3 km / 4.5 mi <br /> M.I. Road - 7.6 km / 4.7 mi <br /> The nearest major airport is Sanganer Airport (JAI) - 4.8 km / 3 mi<b>Amenities: </b>Take in the views from a terrace and make use of amenities such as complimentary wireless Internet access.<b>Business Amenities: </b>Featured amenities include a 24-hour business center, a 24-hour front desk, and an elevator. A shuttle from the airport to the hotel is provided for a surcharge (available 24 hours), and free self parking is available onsite.<b>Dining: </b>Grab a bite to eat at one of the hotel's 2 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Mingle with other guests at the complimentary reception, held daily. A complimentary buffet breakfast is served daily from 7:30 AM to 10 AM. Additional Description for the hotel are Convenient location, stunning views, and complimentary buffet breakfast.","6-C Malviya Ind. Area Jaipur, RJ302017, India, 302017 Jaipur, India",26.855270000000001,75.828559999999996,"Deluxe Double Room, Accessible","Executive Double Room, Accessible, Non Smoking",INR,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba58,Hotel Anokhi Palace,4,"The name of the hotel is Hotel Anokhi Palace. The id of the hotel is 64906ab8a3f464b55600ba58. The hotel star rating is 4. The hotel address is Subhash Nagarshopping Centrenear Arya Square Maalbani Park. Hotel Description is 2.6 km from Sindhi Camp, OYO 652 Hotel Anokhi Palace is located in Jaipur and provides air-conditioned rooms with free WiFi. The property is around 3.6 km from City Palace and 3.7 km from Jantar Mantar, Jaipur. Hawa Mahal - Palace of Winds is 3.9 km from the property.

At the hotel, all rooms come with a wardrobe, a TV and a private bathroom.

A continental breakfast is available each morning at OYO 652 Hotel Anokhi Palace.

Nahargarh Fort Palace is 5 km from the accommodation, while Birla Mandir Temple, Jaipur is 7 km away. The nearest airport is Jaipur International Airport, 17 km from OYO 652 Hotel Anokhi Palace. Payment before arrival via bank transfer is required. The property will contact you after you book to provide instructions. Additional Description for the hotel are Convenient location, free WiFi, and delicious continental breakfast available.",Subhash Nagarshopping Centrenear Arya Square Maalbani Park,26.936689999999999,75.795259999999999,Standard Double or Twin Room,,INR,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906ab8a3f464b55600ba59,Hotel Om Jai,3,"The name of the hotel is Hotel Om Jai. The id of the hotel is 64906ab8a3f464b55600ba59. The hotel star rating is 3. The hotel address is Near New Loha Mandi Moad Rd, No 14 VKI, Sikar Rd, Vishwakarma Industrial Area, Rajasthan302013, India, 302013, Rajasthan, India. Hotel Description is <b>In Jaipur</b><b>Location: </b>Located in Jaipur, Hotel Om Jai is within a 10-minute drive of Bhawani Niketan Girls College and Triton Mall.  This hotel is 7.8 mi (12.6 km) from City Palace and 8 mi (12.9 km) from Hawa Mahal.<b>Rooms: </b>Make yourself at home in one of the 10 guestrooms. Bathrooms with showers are provided.<b>Attractions: </b>Distances are displayed to the nearest 0.1 mile and kilometer. <br /> Bhawani Niketan Girls College - 6.7 km / 4.1 mi <br /> Triton Mall - 8 km / 5 mi <br /> Station Road - 10.2 km / 6.4 mi <br /> M.I. Road - 11.5 km / 7.1 mi <br /> Sansar Chandra Road - 11.7 km / 7.3 mi <br /> Ajmer Road - 11.8 km / 7.3 mi <br /> Heaven-Piercing Minaret - 12.2 km / 7.6 mi <br /> Gaitor - 12.3 km / 7.6 mi <br /> Nahargarh Biological & Zoological Park - 12.3 km / 7.6 mi <br /> Iswari Minar Swarga Sal - 12.4 km / 7.7 mi <br /> Swargasuli Tower - 12.4 km / 7.7 mi <br /> City Palace - 12.6 km / 7.8 mi <br /> Chandra Mahal - 12.6 km / 7.8 mi <br /> Tripolia Bazar - 12.7 km / 7.9 mi <br /> Jantar Mantar - 12.7 km / 7.9 mi <br /> The nearest major airport is Sanganer Airport (JAI) - 26.6 km / 16.5 mi<b>Dining: </b>Take advantage of the hotel's 24-hour room service. Additional Description for the hotel are Convenient location, near Bhawani Niketan Girls College and Triton Mall.","Near New Loha Mandi Moad Rd, No 14 VKI, Sikar Rd, Vishwakarma Industrial Area, Rajasthan302013, India, 302013, Rajasthan, India",26.996030000000001,75.767250000000004,"Classic Room, 1 Double Bed, Non Smoking","Deluxe Room, 1 Double Bed, Non Smoking",INR,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
